_id	_cws.church.foc10.nav.weight.nobound	_count.church.foc10.nav.weight.nobound	_cws.church.foc10.nav.selection.nobound	_count.church.foc10.nav.selection.nobound	_cws.church.foc10.nav.noweight.nobound	_count.church.foc10.nav.noweight.nobound	_cws.church.foc10.all.weight.nobound	_count.church.foc10.all.weight.nobound	_cws.church.foc10.all.selection.nobound	_count.church.foc10.all.selection.nobound	_cws.church.foc10.all.noweight.nobound	_count.church.foc10.all.noweight.nobound	_cws.church.foc5.nav.weight.nobound	_count.church.foc5.nav.weight.nobound	_cws.church.foc5.nav.selection.nobound	_count.church.foc5.nav.selection.nobound	_cws.church.foc5.nav.noweight.nobound	_count.church.foc5.nav.noweight.nobound	_cws.church.foc5.all.weight.nobound	_count.church.foc5.all.weight.nobound	_cws.church.foc5.all.selection.nobound	_count.church.foc5.all.selection.nobound	_cws.church.foc5.all.noweight.nobound	_count.church.foc5.all.noweight.nobound	_cws.church.foc10.nav.weight.bound	_count.church.foc10.nav.weight.bound	_cws.church.foc10.nav.selection.bound	_count.church.foc10.nav.selection.bound	_cws.church.foc10.nav.noweight.bound	_count.church.foc10.nav.noweight.bound	_cws.church.foc10.all.weight.bound	_count.church.foc10.all.weight.bound	_cws.church.foc10.all.selection.bound	_count.church.foc10.all.selection.bound	_cws.church.foc10.all.noweight.bound	_count.church.foc10.all.noweight.bound	_cws.church.foc5.nav.weight.bound	_count.church.foc5.nav.weight.bound	_cws.church.foc5.nav.selection.bound	_count.church.foc5.nav.selection.bound	_cws.church.foc5.nav.noweight.bound	_count.church.foc5.nav.noweight.bound	_cws.church.foc5.all.weight.bound	_count.church.foc5.all.weight.bound	_cws.church.foc5.all.selection.bound	_count.church.foc5.all.selection.bound	_cws.church.foc5.all.noweight.bound	_count.church.foc5.all.noweight.bound
church/n/wlp_gb_g05/17807687	burial/n;church/n;demonstrate/v;furnishings/n;local/j	5.0	burial/n;church/n;demonstrate/v;furnishings/n;local/j	5.0	burial/n;church/n;control/n;demonstrate/v;furnishings/n;local/j;poland/n;population/n;stage/n	9	around/i;burial/n;church/n;demonstrate/v;furnishings/n;in/i;local/j;of/i	8	around/i;burial/n;church/n;demonstrate/v;furnishings/n;in/i;local/j;of/i	8	around/i;burial/n;church/n;control/n;demonstrate/v;furnishings/n;in/i;local/j;of/i;over/i;poland/n;population/n;stage/n;with/i	14	church/n;demonstrate/v;furnishings/n;local/j	4.0	church/n;demonstrate/v;furnishings/n;local/j	4.0	church/n;control/n;demonstrate/v;furnishings/n;local/j	5	around/i;church/n;demonstrate/v;furnishings/n;local/j	5.0	around/i;church/n;demonstrate/v;furnishings/n;local/j	5.0	around/i;church/n;control/n;demonstrate/v;furnishings/n;local/j;over/i	7	burial/n;church/n;demonstrate/v;furnishings/n;local/j	5.0	burial/n;church/n;demonstrate/v;furnishings/n;local/j	5.0	burial/n;church/n;control/n;demonstrate/v;furnishings/n;local/j;poland/n;population/n;stage/n	9	around/i;burial/n;church/n;demonstrate/v;furnishings/n;in/i;local/j;of/i	8	around/i;burial/n;church/n;demonstrate/v;furnishings/n;in/i;local/j;of/i	8	around/i;burial/n;church/n;control/n;demonstrate/v;furnishings/n;in/i;local/j;of/i;over/i;poland/n;population/n;stage/n;with/i	14	church/n;demonstrate/v;furnishings/n;local/j	4.0	church/n;demonstrate/v;furnishings/n;local/j	4.0	church/n;control/n;demonstrate/v;furnishings/n;local/j	5.0	around/i;church/n;demonstrate/v;furnishings/n;local/j	5.0	around/i;church/n;demonstrate/v;furnishings/n;local/j	5.0	around/i;church/n;control/n;demonstrate/v;furnishings/n;local/j;over/i	7
church/n/wlp_gb_g05/19547539	england/n;general/j;synod/n;williams/n	4.0	england/n;general/j;synod/n;williams/n	4.0	do/v;england/n;explain/v;general/j;have/v;lot/n;say/v;statement/n;synod/n;williams/n	10	england/n;general/j;in/i;of/i;synod/n;to/i;williams/n	7	england/n;general/j;in/i;of/i;synod/n;to/i;williams/n	7	do/v;england/n;explain/v;following/i;general/j;have/v;in/i;lot/n;of/i;say/v;statement/n;synod/n;to/i;williams/n	14	england/n;general/j;synod/n	3.0	england/n;general/j;synod/n	3.0	england/n;general/j;have/v;lot/n;say/v;synod/n	6	england/n;general/j;synod/n	3.0	england/n;general/j;synod/n	3.0	england/n;general/j;have/v;lot/n;say/v;synod/n	6	england/n;general/j;synod/n;williams/n	4.0	england/n;general/j;synod/n;williams/n	4.0	do/v;england/n;explain/v;general/j;have/v;lot/n;say/v;statement/n;synod/n;williams/n	10	england/n;general/j;in/i;of/i;synod/n;to/i;williams/n	7	england/n;general/j;in/i;of/i;synod/n;to/i;williams/n	7	do/v;england/n;explain/v;following/i;general/j;have/v;in/i;lot/n;of/i;say/v;statement/n;synod/n;to/i;williams/n	14	england/n;general/j;synod/n	3.0	england/n;general/j;synod/n	3.0	england/n;general/j;have/v;lot/n;say/v;synod/n	6.0	england/n;general/j;synod/n	3.0	england/n;general/j;synod/n	3.0	england/n;general/j;have/v;lot/n;say/v;synod/n	6
church/n/wlp_gb_g05/20043074	church/n;england/n;national/j;other/j;sect/n	5.0	church/n;england/n;national/j;other/j;sect/n	5.0	church/n;england/n;look/v;national/j;other/j;sect/n	6	church/n;england/n;long/r;national/j;no/r;of/i;other/j;sect/n	8	church/n;england/n;long/r;national/j;no/r;of/i;other/j;sect/n	8	church/n;england/n;it/p;like/i;long/r;look/v;national/j;no/r;of/i;other/j;sect/n;simply/r	12	national/j	1.0	national/j	1.0	look/v;national/j	2	long/r;national/j	2.0	long/r;national/j	2.0	it/p;long/r;look/v;national/j;simply/r	5	church/n;england/n;national/j;other/j;sect/n	5.0	church/n;england/n;national/j;other/j;sect/n	5.0	church/n;england/n;look/v;national/j;other/j;sect/n	6	church/n;england/n;long/r;national/j;no/r;of/i;other/j;sect/n	8	church/n;england/n;long/r;national/j;no/r;of/i;other/j;sect/n	8	church/n;england/n;it/p;like/i;long/r;look/v;national/j;no/r;of/i;other/j;sect/n;simply/r	12	national/j	1.0	national/j	1.0	look/v;national/j	2.0	long/r;national/j	2.0	long/r;national/j	2.0	it/p;long/r;look/v;national/j;simply/r	5
church/n/wlp_gb_g05/5417904	border/v;build/v;memorial/n	3.0	border/v;build/v;memorial/n	3.0	ask/v;border/v;build/v;human/j;icon/n;memorial/n;question/n	7	border/v;build/v;memorial/n;often/r;to/i	5	border/v;build/v;memorial/n;often/r;to/i	5	also/r;as/c;ask/v;border/v;build/v;human/j;icon/n;memorial/n;more/r;often/r;on/i;ourselves/p;question/n;than/c;that/c;this/r;to/i;we/p	18	border/v;build/v	2.0	border/v;build/v	2.0	border/v;build/v;question/n	3	border/v;build/v;often/r	3.0	border/v;build/v;often/r	3.0	as/c;border/v;build/v;more/r;often/r;on/i;question/n;that/c;we/p	9	border/v;build/v;memorial/n	3.0	border/v;build/v;memorial/n	3.0	ask/v;border/v;build/v;human/j;icon/n;memorial/n;question/n	7	border/v;build/v;memorial/n;often/r;to/i	5	border/v;build/v;memorial/n;often/r;to/i	5	also/r;as/c;ask/v;border/v;build/v;human/j;icon/n;memorial/n;more/r;often/r;on/i;ourselves/p;question/n;than/c;that/c;this/r;to/i;we/p	18	border/v;build/v	2.0	border/v;build/v	2.0	border/v;build/v;question/n	3.0	border/v;build/v;often/r	3.0	border/v;build/v;often/r	3.0	as/c;border/v;build/v;more/r;often/r;on/i;question/n;that/c;we/p	9
church/n/wlp_gb_g06/13072573	bludgeon/v;invade/v;open/j;survivor/n	4.0	bludgeon/v;invade/v;open/j;survivor/n	4.0	attacker/n;be/v;bludgeon/v;cut/v;finish/v;hack/v;invade/v;man/n;open/j;survivor/n	10	and/c;bludgeon/v;invade/v;open/j;survivor/n	5	and/c;bludgeon/v;invade/v;open/j;survivor/n	5	and/c;attacker/n;be/v;bludgeon/v;cut/v;down/r;finish/v;hack/v;invade/v;man/n;off/r;only/r;open/j;survivor/n;they/p	15	invade/v;survivor/n	2.0	invade/v;survivor/n	2.0	attacker/n;cut/v;finish/v;invade/v;survivor/n	5	invade/v;survivor/n	2.0	invade/v;survivor/n	2.0	attacker/n;cut/v;down/r;finish/v;invade/v;off/r;survivor/n	7	bludgeon/v;invade/v;open/j;survivor/n	4.0	bludgeon/v;invade/v;open/j;survivor/n	4.0	attacker/n;be/v;bludgeon/v;cut/v;finish/v;hack/v;invade/v;man/n;open/j;survivor/n	10	and/c;bludgeon/v;invade/v;open/j;survivor/n	5	and/c;bludgeon/v;invade/v;open/j;survivor/n	5	and/c;attacker/n;be/v;bludgeon/v;cut/v;down/r;finish/v;hack/v;invade/v;man/n;off/r;only/r;open/j;survivor/n;they/p	15	invade/v;survivor/n	2.0	invade/v;survivor/n	2.0	attacker/n;cut/v;finish/v;invade/v;survivor/n	5.0	invade/v;survivor/n	2.0	invade/v;survivor/n	2.0	attacker/n;cut/v;down/r;finish/v;invade/v;off/r;survivor/n	7
church/n/wlp_gb_g06/1332045	anglican/j;christian/j;go/v;should/v	4.0	anglican/j;christian/j;go/v;should/v	4.0	anglican/j;be/v;christian/j;excuse/n;go/v;need/v;poor/j;should/v;talk/v;thing/n	10	and/c;anglican/j;christian/j;go/v;should/v	5	and/c;anglican/j;christian/j;go/v;should/v	5	and/c;anglican/j;be/v;christian/j;excuse/n;for/i;go/v;need/v;poor/j;should/v;still/r;talk/v;that/c;thing/n	14	anglican/j;christian/j	2.0	anglican/j;christian/j	2.0	anglican/j;christian/j;need/v;talk/v;thing/n	5	and/c;anglican/j;christian/j	3.0	and/c;anglican/j;christian/j	3.0	and/c;anglican/j;christian/j;need/v;still/r;talk/v;thing/n	7	anglican/j;christian/j;go/v;should/v	4.0	anglican/j;christian/j;go/v;should/v	4.0	anglican/j;be/v;christian/j;excuse/n;go/v;need/v;poor/j;should/v;talk/v;thing/n	10	and/c;anglican/j;christian/j;go/v;should/v	5	and/c;anglican/j;christian/j;go/v;should/v	5	and/c;anglican/j;be/v;christian/j;excuse/n;for/i;go/v;need/v;poor/j;should/v;still/r;talk/v;that/c;thing/n	14	anglican/j;christian/j	2.0	anglican/j;christian/j	2.0	anglican/j;christian/j;need/v;talk/v;thing/n	5.0	and/c;anglican/j;christian/j	3.0	and/c;anglican/j;christian/j	3.0	and/c;anglican/j;christian/j;need/v;still/r;talk/v;thing/n	7
church/n/wlp_gb_g06/13686222	catholic/j;independent/j;influence/n;irish/j;united/j	5.0	catholic/j;independent/j;influence/n;irish/j;united/j	5.0	be/v;catholic/j;have/v;independent/j;influence/n;irish/j;republic/n;type/n;united/j	9	catholic/j;in/i;independent/j;influence/n;irish/j;united/j	6	catholic/j;in/i;independent/j;influence/n;irish/j;united/j	6	absolutely/r;as/c;be/v;catholic/j;have/v;in/i;independent/j;influence/n;irish/j;it/p;long/c;republic/n;type/n;united/j	14	catholic/j;influence/n	2.0	catholic/j;influence/n	2.0	catholic/j;have/v;influence/n	3	catholic/j;in/i;influence/n	3.0	catholic/j;in/i;influence/n	3.0	absolutely/r;as/c;catholic/j;have/v;in/i;influence/n;long/c	7	catholic/j;independent/j;influence/n;irish/j;united/j	5.0	catholic/j;independent/j;influence/n;irish/j;united/j	5.0	be/v;catholic/j;have/v;independent/j;influence/n;irish/j;republic/n;type/n;united/j	9	catholic/j;in/i;independent/j;influence/n;irish/j;united/j	6	catholic/j;in/i;independent/j;influence/n;irish/j;united/j	6	absolutely/r;as/c;be/v;catholic/j;have/v;in/i;independent/j;influence/n;irish/j;it/p;long/c;republic/n;type/n;united/j	14	catholic/j;influence/n	2.0	catholic/j;influence/n	2.0	catholic/j;have/v;influence/n	3.0	catholic/j;in/i;influence/n	3.0	catholic/j;in/i;influence/n	3.0	absolutely/r;as/c;catholic/j;have/v;in/i;influence/n;long/c	7
church/n/wlp_gb_g06/13766977	catholic/j;magisterium/n;organisation/n;represent/v;structure/n	5.0	catholic/j;magisterium/n;organisation/n;represent/v;structure/n	5.0	book/n;catholic/j;clear/j;description/n;magisterium/n;organisation/n;reporting/n;represent/v;structure/n	9	and/c;catholic/j;from/i;in/i;magisterium/n;organisation/n;represent/v;structure/n;within/i	9	and/c;catholic/j;from/i;in/i;magisterium/n;organisation/n;represent/v;structure/n;within/i	9	and/c;book/n;catholic/j;clear/j;description/n;from/i;in/i;magisterium/n;organisation/n;reporting/n;represent/v;simply/r;structure/n;that/c;within/i	15	catholic/j;magisterium/n;represent/v;structure/n	4.0	catholic/j;magisterium/n;represent/v;structure/n	4.0	catholic/j;magisterium/n;reporting/n;represent/v;structure/n	5	catholic/j;from/i;magisterium/n;represent/v;structure/n	5.0	catholic/j;from/i;magisterium/n;represent/v;structure/n	5.0	catholic/j;from/i;magisterium/n;reporting/n;represent/v;simply/r;structure/n	7	catholic/j;magisterium/n;organisation/n;represent/v;structure/n	5.0	catholic/j;magisterium/n;organisation/n;represent/v;structure/n	5.0	book/n;catholic/j;clear/j;description/n;magisterium/n;organisation/n;reporting/n;represent/v;structure/n	9	and/c;catholic/j;from/i;in/i;magisterium/n;organisation/n;represent/v;structure/n;within/i	9	and/c;catholic/j;from/i;in/i;magisterium/n;organisation/n;represent/v;structure/n;within/i	9	and/c;book/n;catholic/j;clear/j;description/n;from/i;in/i;magisterium/n;organisation/n;reporting/n;represent/v;simply/r;structure/n;that/c;within/i	15	catholic/j;magisterium/n;represent/v;structure/n	4.0	catholic/j;magisterium/n;represent/v;structure/n	4.0	catholic/j;magisterium/n;reporting/n;represent/v;structure/n	5.0	catholic/j;from/i;magisterium/n;represent/v;structure/n	5.0	catholic/j;from/i;magisterium/n;represent/v;structure/n	5.0	catholic/j;from/i;magisterium/n;reporting/n;represent/v;simply/r;structure/n	7
church/n/wlp_gb_g06/20365055	christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	7.0	christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	7.0	be/v;christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n;turn/v;way/n;will/v	11	christian/j;england/n;into/i;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	9	christian/j;england/n;into/i;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	9	be/v;christian/j;england/n;into/i;not/x;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n;that/c;turn/v;way/n;will/v	15	england/n;orthodoxy/n;protestant/j	3.0	england/n;orthodoxy/n;protestant/j	3.0	england/n;orthodoxy/n;protestant/j;turn/v;will/v	5	england/n;into/i;of/i;orthodoxy/n;protestant/j	5.0	england/n;into/i;of/i;orthodoxy/n;protestant/j	5.0	england/n;into/i;of/i;orthodoxy/n;protestant/j;that/c;turn/v;will/v	8	christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	7.0	christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	7.0	be/v;christian/j;england/n;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n;turn/v;way/n;will/v	11	christian/j;england/n;into/i;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	9	christian/j;england/n;into/i;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n	9	be/v;christian/j;england/n;into/i;not/x;of/i;orthodoxy/n;other/j;protestant/j;rejection/n;sect/n;that/c;turn/v;way/n;will/v	15	england/n;orthodoxy/n;protestant/j	3.0	england/n;orthodoxy/n;protestant/j	3.0	england/n;orthodoxy/n;protestant/j;turn/v;will/v	5.0	england/n;into/i;of/i;orthodoxy/n;protestant/j	5.0	england/n;into/i;of/i;orthodoxy/n;protestant/j	5.0	england/n;into/i;of/i;orthodoxy/n;protestant/j;that/c;turn/v;will/v	8
church/n/wlp_gb_g06/21820726	appoint/v;bishop/n;england/n;new/j;parliament/n;power/n	6.0	appoint/v;bishop/n;england/n;new/j;parliament/n;power/n	6.0	appoint/v;bishop/n;chamber/n;decide/v;england/n;give/v;new/j;parliament/n;power/n;will/v	10	and/c;appoint/v;bishop/n;england/n;in/i;new/j;of/i;parliament/n;power/n	9	and/c;appoint/v;bishop/n;england/n;in/i;new/j;of/i;parliament/n;power/n	9	and/c;appoint/v;bishop/n;chamber/n;decide/v;england/n;give/v;in/i;new/j;of/i;parliament/n;partially/r;power/n;precisely/r;will/v	15	england/n;new/j;power/n	3.0	england/n;new/j;power/n	3.0	chamber/n;england/n;give/v;new/j;power/n	5	and/c;england/n;new/j;of/i;power/n	5.0	and/c;england/n;new/j;of/i;power/n	5.0	and/c;chamber/n;england/n;give/v;new/j;of/i;power/n	7	appoint/v;bishop/n;england/n;new/j;parliament/n;power/n	6.0	appoint/v;bishop/n;england/n;new/j;parliament/n;power/n	6.0	appoint/v;bishop/n;chamber/n;decide/v;england/n;give/v;new/j;parliament/n;power/n;will/v	10	and/c;appoint/v;bishop/n;england/n;in/i;new/j;of/i;parliament/n;power/n	9	and/c;appoint/v;bishop/n;england/n;in/i;new/j;of/i;parliament/n;power/n	9	and/c;appoint/v;bishop/n;chamber/n;decide/v;england/n;give/v;in/i;new/j;of/i;parliament/n;partially/r;power/n;precisely/r;will/v	15	england/n;new/j;power/n	3.0	england/n;new/j;power/n	3.0	chamber/n;england/n;give/v;new/j;power/n	5.0	and/c;england/n;new/j;of/i;power/n	5.0	and/c;england/n;new/j;of/i;power/n	5.0	and/c;chamber/n;england/n;give/v;new/j;of/i;power/n	7
church/n/wlp_gb_g06/2185605	brompton/n;community/n;holy/j;london/n;part/n;trinity/n	6.0	brompton/n;community/n;holy/j;london/n;part/n;trinity/n	6.0	be/v;brompton/n;community/n;david/n;have/v;holy/j;london/n;part/n;past/j;share/v;trinity/n;year/n	12	brompton/n;community/n;holy/j;in/i;london/n;of/i;part/n;trinity/n	8	brompton/n;community/n;holy/j;in/i;london/n;of/i;part/n;trinity/n	8	be/v;brompton/n;community/n;david/n;for/i;have/v;holy/j;in/i;london/n;of/i;part/n;past/j;share/v;trinity/n;who/p;year/n	16	brompton/n;community/n;holy/j;london/n;trinity/n	5.0	brompton/n;community/n;holy/j;london/n;trinity/n	5.0	brompton/n;community/n;holy/j;london/n;trinity/n	5	brompton/n;community/n;holy/j;in/i;london/n;of/i;trinity/n	7.0	brompton/n;community/n;holy/j;in/i;london/n;of/i;trinity/n	7.0	brompton/n;community/n;for/i;holy/j;in/i;london/n;of/i;trinity/n	8	brompton/n;community/n;holy/j;london/n;part/n;trinity/n	6.0	brompton/n;community/n;holy/j;london/n;part/n;trinity/n	6.0	be/v;brompton/n;community/n;david/n;have/v;holy/j;london/n;part/n;past/j;share/v;trinity/n;year/n	12	brompton/n;community/n;holy/j;in/i;london/n;of/i;part/n;trinity/n	8	brompton/n;community/n;holy/j;in/i;london/n;of/i;part/n;trinity/n	8	be/v;brompton/n;community/n;david/n;for/i;have/v;holy/j;in/i;london/n;of/i;part/n;past/j;share/v;trinity/n;who/p;year/n	16	brompton/n;community/n;holy/j;london/n;trinity/n	5.0	brompton/n;community/n;holy/j;london/n;trinity/n	5.0	brompton/n;community/n;holy/j;london/n;trinity/n	5.0	brompton/n;community/n;holy/j;in/i;london/n;of/i;trinity/n	7.0	brompton/n;community/n;holy/j;in/i;london/n;of/i;trinity/n	7.0	brompton/n;community/n;for/i;holy/j;in/i;london/n;of/i;trinity/n	8
church/n/wlp_gb_g06/6963932	call/v;describe/v;early/j	3.0	call/v;describe/v;early/j	3.0	ale/n;be/v;call/v;describe/v;early/j;have/v	6	call/v;describe/v;early/j;eventually/r	4	call/v;describe/v;early/j;eventually/r	4	ale/n;be/v;but/c;call/v;describe/v;early/j;enough/r;eventually/r;have/v;it/p;plainly/r;so/r;too/r	13	call/v	1.0	call/v	1.0	ale/n;call/v;have/v	3	call/v	1.0	call/v	1.0	ale/n;but/c;call/v;have/v;it/p;plainly/r	6	call/v;describe/v;early/j	3.0	call/v;describe/v;early/j	3.0	ale/n;be/v;call/v;describe/v;early/j;have/v	6	call/v;describe/v;early/j;eventually/r	4	call/v;describe/v;early/j;eventually/r	4	ale/n;be/v;but/c;call/v;describe/v;early/j;enough/r;eventually/r;have/v;it/p;plainly/r;so/r;too/r	13	call/v	1.0	call/v	1.0	ale/n;call/v;have/v	3.0	call/v	1.0	call/v	1.0	ale/n;but/c;call/v;have/v;it/p;plainly/r	6
church/n/wlp_gb_g06/7836152	desecration/n;minister/n;morning/n;part/n	4.0	desecration/n;minister/n;morning/n;part/n	4.0	desecration/n;following/j;good/j;indignant/j;minister/n;morning/n;part/n;take/v	8	and/c;desecration/n;in/i;minister/n;morning/n;of/i;part/n	7	and/c;desecration/n;in/i;minister/n;morning/n;of/i;part/n	7	and/c;because/i;but/c;desecration/n;following/j;good/j;in/i;indignant/j;it/p;minister/n;morning/n;of/i;on/i;part/n;take/v	15	desecration/n;minister/n	2.0	desecration/n;minister/n	2.0	desecration/n;minister/n;take/v	3	desecration/n;minister/n;of/i	3.0	desecration/n;minister/n;of/i	3.0	because/i;but/c;desecration/n;it/p;minister/n;of/i;take/v	7	desecration/n;minister/n;morning/n;part/n	4.0	desecration/n;minister/n;morning/n;part/n	4.0	desecration/n;following/j;good/j;indignant/j;minister/n;morning/n;part/n;take/v	8	and/c;desecration/n;in/i;minister/n;morning/n;of/i;part/n	7	and/c;desecration/n;in/i;minister/n;morning/n;of/i;part/n	7	and/c;because/i;but/c;desecration/n;following/j;good/j;in/i;indignant/j;it/p;minister/n;morning/n;of/i;on/i;part/n;take/v	15	desecration/n;minister/n	2.0	desecration/n;minister/n	2.0	desecration/n;minister/n;take/v	3.0	desecration/n;minister/n;of/i	3.0	desecration/n;minister/n;of/i	3.0	because/i;but/c;desecration/n;it/p;minister/n;of/i;take/v	7
church/n/wlp_gb_g06/7997030	century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	8.0	century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	8.0	be/v;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	9	and/c;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	12	and/c;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	12	and/c;as/c;be/v;century/n;church/n;depict/v;down/r;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	15	century/n;depict/v;fresco/n;george/n;st/n	5.0	century/n;depict/v;fresco/n;george/n;st/n	5.0	century/n;depict/v;fresco/n;george/n;st/n	5	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	7.0	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	7.0	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	7	century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	8.0	century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	8.0	be/v;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;lay/v;st/n	9	and/c;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	12	and/c;century/n;church/n;depict/v;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	12	and/c;as/c;be/v;century/n;church/n;depict/v;down/r;fresco/n;george/n;guideline/n;inside/i;lay/v;of/i;st/n;within/i	15	century/n;depict/v;fresco/n;george/n;st/n	5.0	century/n;depict/v;fresco/n;george/n;st/n	5.0	century/n;depict/v;fresco/n;george/n;st/n	5.0	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	7.0	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	7.0	and/c;century/n;depict/v;fresco/n;george/n;inside/i;st/n	7
church/n/wlp_gb_g07/16345610	anger/v;england/n;large/j;leave/v;strand/n	5.0	anger/v;england/n;large/j;leave/v;strand/n	5.0	anger/v;change/n;could/v;england/n;large/j;leave/v;opponent/n;prospect/n;strand/n	9	anger/v;england/n;large/j;leave/v;of/i;strand/n;within/i	7	anger/v;england/n;large/j;leave/v;of/i;strand/n;within/i	7	anger/v;change/n;could/v;england/n;it/p;large/j;leave/v;much/r;of/i;opponent/n;prospect/n;strand/n;within/i	13	anger/v;england/n;leave/v	3.0	anger/v;england/n;leave/v	3.0	anger/v;change/n;could/v;england/n;leave/v	5	anger/v;england/n;leave/v;of/i	4.0	anger/v;england/n;leave/v;of/i	4.0	anger/v;change/n;could/v;england/n;it/p;leave/v;of/i	7	anger/v;england/n;large/j;leave/v;strand/n	5.0	anger/v;england/n;large/j;leave/v;strand/n	5.0	anger/v;change/n;could/v;england/n;large/j;leave/v;opponent/n;prospect/n;strand/n	9	anger/v;england/n;large/j;leave/v;of/i;strand/n;within/i	7	anger/v;england/n;large/j;leave/v;of/i;strand/n;within/i	7	anger/v;change/n;could/v;england/n;it/p;large/j;leave/v;much/r;of/i;opponent/n;prospect/n;strand/n;within/i	13	anger/v;england/n;leave/v	3.0	anger/v;england/n;leave/v	3.0	anger/v;change/n;could/v;england/n;leave/v	5.0	anger/v;england/n;leave/v;of/i	4.0	anger/v;england/n;leave/v;of/i	4.0	anger/v;change/n;could/v;england/n;it/p;leave/v;of/i	7
church/n/wlp_gb_g07/1641059	destroy/v;peter/n;reconstruct/v;st/n	4.0	destroy/v;peter/n;reconstruct/v;st/n	4.0	be/v;bomb/n;canal/n;destroy/v;focus/n;peter/n;reconstruct/v;shell/n;st/n;wartime/n	10	and/c;by/i;destroy/v;of/i;peter/n;reconstruct/v;st/n	7	and/c;by/i;destroy/v;of/i;peter/n;reconstruct/v;st/n	7	and/c;be/v;bomb/n;by/i;canal/n;destroy/v;focus/n;never/r;of/i;only/r;peter/n;reconstruct/v;shell/n;so/r;st/n;wartime/n	16	destroy/v;peter/n;st/n	3.0	destroy/v;peter/n;st/n	3.0	bomb/n;destroy/v;peter/n;shell/n;st/n;wartime/n	6	and/c;by/i;destroy/v;of/i;peter/n;st/n	6.0	and/c;by/i;destroy/v;of/i;peter/n;st/n	6.0	and/c;bomb/n;by/i;destroy/v;of/i;peter/n;shell/n;st/n;wartime/n	9	destroy/v;peter/n;reconstruct/v;st/n	4.0	destroy/v;peter/n;reconstruct/v;st/n	4.0	be/v;bomb/n;canal/n;destroy/v;focus/n;peter/n;reconstruct/v;shell/n;st/n;wartime/n	10	and/c;by/i;destroy/v;of/i;peter/n;reconstruct/v;st/n	7	and/c;by/i;destroy/v;of/i;peter/n;reconstruct/v;st/n	7	and/c;be/v;bomb/n;by/i;canal/n;destroy/v;focus/n;never/r;of/i;only/r;peter/n;reconstruct/v;shell/n;so/r;st/n;wartime/n	16	destroy/v;peter/n;st/n	3.0	destroy/v;peter/n;st/n	3.0	bomb/n;destroy/v;peter/n;shell/n;st/n;wartime/n	6.0	and/c;by/i;destroy/v;of/i;peter/n;st/n	6.0	and/c;by/i;destroy/v;of/i;peter/n;st/n	6.0	and/c;bomb/n;by/i;destroy/v;of/i;peter/n;shell/n;st/n;wartime/n	9
